10	1	0.9774426561905969
10	2	0.981225440256149
10	3	0.9714562837744215
10	4	0.9573170731707317
10	5	0.9991828396322778
10	6	0.9763558445396778
10	7	0.9665955934612651
10	8	0.9852839094821602
10	9	0.9742388758782201
10	10	0.9119361767413316
10	11	0.9823426573426574
10	12	0.9473263101746899
10	13	0.9837977965003241
10	14	0.9820441988950276
10	15	0.9992099857797441
10	16	0.9600325159192521
10	17	0.9732461355529132
10	18	0.9670999839512117
10	19	0.9750686668075217
10	20	0.9400627250551749
20	1	0.9559867129699532
20	2	0.9574336829117829
20	3	0.9784572619874913
20	4	0.9771665108826278
20	5	0.9798735647013289
20	6	0.9564681128926938
20	7	0.9415395284327324
20	8	0.961205587610082
20	9	0.9572176735265915
20	10	0.9771554393449391
20	11	0.9668802649578804
20	12	0.9731835595091228
20	13	0.9734429124499083
20	14	0.9566542750929368
20	15	0.9741402838427947
20	16	0.9609750380874252
20	17	0.9679755497973557
20	18	0.9846428571428572
20	19	0.9575352249853906
20	20	0.9564166422502197
50	1	0.9729931682322801
50	2	0.9669140136705764
50	3	0.9726620144568671
50	4	0.9738587020302781
50	5	0.9679075738125802
50	6	0.9773046326626111
50	7	0.9738774851362622
50	8	0.9784819639278557
50	9	0.982721608461176
50	10	0.9779524012112415
50	11	0.972309840219246
50	12	0.9818767832611223
50	13	0.9753956643170635
50	14	0.9785139933166249
50	15	0.9715669351745301
50	16	0.971976401179941
50	17	0.9761410788381742
50	18	0.9773665326822952
50	19	0.9726229025610833
50	20	0.972361529031539
100	1	0.9789046988749173
100	2	0.9854232058307176
100	3	0.9864990689013036
100	4	0.9856476545842218
100	5	0.9864498277405529
100	6	0.9875914333698835
100	7	0.9793762438319566
100	8	0.9860237501355601
100	9	0.9841732501549703
100	10	0.9839467200492763
100	11	0.9785030161921896
100	12	0.9752207777960616
100	13	0.9830542504919086
100	14	0.9805124792013311
100	15	0.981057693481259
100	16	0.9840496120865659
100	17	0.9837939291955213
100	18	0.9836584151085626
100	19	0.9834047597337467
100	20	0.9783370170744633
200	1	0.990108435541819
200	2	0.9897696398449672
200	3	0.9852273349017892
200	4	0.9905951289992442
200	5	0.986289040029777
200	6	0.9872722703047566
200	7	0.987740108570832
200	8	0.9927664686211487
200	9	0.9903346497609644
200	10	0.9901519022622752
200	11	0.9909048938134811
200	12	0.9884957431632125
200	13	0.9926326321123686
200	14	0.9915666197782067
200	15	0.9899408244368939
200	16	0.9909262124167619
200	17	0.9874476449053908
200	18	0.9875070832729334
200	19	0.9904850253496447
200	20	0.9909548834768146
500	1	0.9963119907582526
500	2	0.9968140622185419
500	3	0.9965742015869893
500	4	0.9961950248756218
500	5	0.996213532298064
500	6	0.9960834581380107
500	7	0.9958494571574321
500	8	0.9974438082932524
500	9	0.9956908153194913
500	10	0.9951742570756895
500	11	0.9958815760860917
500	12	0.9960787534675212
500	13	0.9957306045235323
500	14	0.995605019924803
500	15	0.9963728505307899
500	16	0.9973555216654946
500	17	0.9960131973390648
500	18	0.9964148370996591
500	19	0.996188425467645
500	20	0.9954950845711342
1000	1	0.9983043073192853
1000	2	0.9996150850376945
1000	3	0.9986719583230782
1000	4	0.9985921657400156
1000	5	0.9990309041155924
1000	6	0.9983421007356277
1000	7	0.9986385772538083
1000	8	0.9984282723616639
1000	9	0.9991130250262001
1000	10	0.9985646083543727
1000	11	0.9979894541178256
1000	12	0.9982819965306088
1000	13	0.998352654382099
1000	14	0.9982767640919706
1000	15	0.9987735088484464
1000	16	0.9983495985369133
1000	17	0.9990560897063419
1000	18	0.9986970590387771
1000	19	0.998545302313825
1000	20	0.9987079145115644
